service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
267607010,1,1,1,1,1,0,0,20240529,20240529
269553011,1,1,1,1,1,0,0,20240603,20240621
267620503,0,0,0,0,0,1,0,20240601,20240622
269643605,0,0,0,0,0,0,1,20240616,20240616
267622604,0,0,0,0,0,0,1,20240602,20240623
261880001,1,1,1,1,1,0,0,20240527,20240621
264182502,0,0,0,0,0,1,0,20240601,20240622
261898601,0,0,0,0,0,0,1,20240602,20240623
263463002,1,1,1,1,1,0,0,20240527,20240621
262074501,0,0,0,0,0,1,0,20240601,20240622
262075601,0,0,0,0,0,0,1,20240602,20240623
269803603,0,0,0,0,0,0,1,20240616,20240616
261909500,0,0,0,0,0,1,0,20240601,20240622
263489001,1,1,1,1,1,0,0,20240527,20240531
261908600,0,0,0,0,0,0,1,20240602,20240623
268654002,1,1,1,1,1,0,0,20240603,20240621
263465001,1,1,1,1,1,0,0,20240527,20240621
261970500,0,0,0,0,0,1,0,20240601,20240622
263538071,1,1,1,1,1,0,0,20240529,20240619
268920601,0,0,0,0,0,0,1,20240602,20240602
261968600,0,0,0,0,0,0,1,20240609,20240623
262038000,1,1,1,1,1,0,0,20240527,20240621
261743500,0,0,0,0,0,1,0,20240601,20240622
262997070,1,1,1,1,1,0,0,20240529,20240619
261701600,0,0,0,0,0,0,1,20240602,20240623
262111001,1,1,1,1,1,0,0,20240527,20240621
262129501,0,0,0,0,0,1,0,20240601,20240622
262189601,0,0,0,0,0,0,1,20240602,20240623
264930004,1,1,1,1,1,0,0,20240527,20240621
264972602,0,0,0,0,0,0,1,20240602,20240623
264948503,0,0,0,0,0,1,0,20240601,20240622
269521604,0,0,0,0,0,0,1,20240616,20240616
268911006,1,1,1,1,1,0,0,20240603,20240606
266164004,1,1,1,1,1,0,0,20240527,20240621
268909505,0,0,0,0,0,1,0,20240601,20240601
266000604,0,0,0,0,0,0,1,20240609,20240623
268910005,1,1,1,1,1,0,0,20240607,20240607
268908605,0,0,0,0,0,0,1,20240602,20240602
265999504,0,0,0,0,0,1,0,20240608,20240622
269284606,0,0,0,0,0,0,1,20240616,20240616
263572002,1,1,1,1,1,0,0,20240527,20240621
269945604,0,0,0,0,0,0,1,20240616,20240616
264202502,0,0,0,0,0,1,0,20240601,20240622
262528601,0,0,0,0,0,0,1,20240602,20240623
263579001,1,1,1,1,1,0,0,20240527,20240621
264189501,0,0,0,0,0,1,0,20240601,20240615
263802031,1,1,1,1,1,0,0,20240529,20240619
270286002,1,1,1,1,1,0,0,20240617,20240617
262309600,0,0,0,0,0,0,1,20240602,20240623
269805604,0,0,0,0,0,0,1,20240616,20240616
270589502,0,0,0,0,0,1,0,20240622,20240622
269935602,0,0,0,0,0,0,1,20240616,20240616
268601006,1,1,1,1,1,0,0,20240529,20240619
264441004,1,1,1,1,1,0,0,20240527,20240621
262206501,0,0,0,0,0,1,0,20240601,20240622
262208601,0,0,0,0,0,0,1,20240602,20240623
261913001,1,1,1,1,1,0,0,20240527,20240620
261914601,0,0,0,0,0,0,1,20240602,20240623
261915051,1,1,1,1,1,0,0,20240531,20240621
261916501,0,0,0,0,0,1,0,20240601,20240622
261818001,1,1,1,1,1,0,0,20240527,20240531
261847601,0,0,0,0,0,0,1,20240602,20240623
261845501,0,0,0,0,0,1,0,20240601,20240622
269626003,1,1,1,1,1,0,0,20240603,20240621
270024603,0,0,0,0,0,0,1,20240616,20240616
263534001,1,1,1,1,1,0,0,20240527,20240531
269898602,0,0,0,0,0,0,1,20240616,20240616
269067501,0,0,0,0,0,1,0,20240601,20240615
269069601,0,0,0,0,0,0,1,20240602,20240623
268935003,1,1,1,1,1,0,0,20240603,20240621
270379004,1,1,1,1,1,0,0,20240617,20240617
270591502,0,0,0,0,0,1,0,20240622,20240622
261933601,0,0,0,0,0,0,1,20240602,20240623
261932001,1,1,1,1,1,0,0,20240527,20240621
261931501,0,0,0,0,0,1,0,20240601,20240622
262094001,1,1,1,1,1,0,0,20240527,20240531
262096501,0,0,0,0,0,1,0,20240601,20240622
262100601,0,0,0,0,0,0,1,20240602,20240623
268819002,1,1,1,1,1,0,0,20240603,20240621
269939603,0,0,0,0,0,0,1,20240616,20240616
263192001,1,1,1,1,1,0,0,20240527,20240531
269154504,0,0,0,0,0,1,0,20240601,20240622
269155603,0,0,0,0,0,0,1,20240602,20240623
269153003,1,1,1,1,1,0,0,20240603,20240621
261943001,1,1,1,1,1,0,0,20240527,20240621
264191502,0,0,0,0,0,1,0,20240601,20240622
262073601,0,0,0,0,0,0,1,20240602,20240623
269925604,0,0,0,0,0,0,1,20240616,20240616
265230005,1,1,1,1,1,0,0,20240527,20240531
264610504,0,0,0,0,0,1,0,20240601,20240622
268152006,1,1,1,1,1,0,0,20240603,20240621
264451602,0,0,0,0,0,0,1,20240602,20240623
270569604,0,0,0,0,0,0,1,20240616,20240616
267540003,1,1,1,1,1,0,0,20240527,20240621
267662502,0,0,0,0,0,1,0,20240601,20240622
267664602,0,0,0,0,0,0,1,20240602,20240623
263567002,1,1,1,1,1,0,0,20240527,20240621
264519503,0,0,0,0,0,1,0,20240601,20240622
263827003,1,1,1,1,1,0,0,20240529,20240619
263536602,0,0,0,0,0,0,1,20240602,20240623
264339004,1,1,1,1,1,0,0,20240527,20240606
264354503,0,0,0,0,0,1,0,20240601,20240608
264343054,1,1,1,1,1,0,0,20240531,20240607
264356603,0,0,0,0,0,0,1,20240602,20240609
270048006,1,1,1,1,1,0,0,20240610,20240620
270060605,0,0,0,0,0,0,1,20240616,20240623
270051055,1,1,1,1,1,0,0,20240614,20240621
270057505,0,0,0,0,0,1,0,20240615,20240622
261776001,1,1,1,1,1,0,0,20240527,20240621
262775501,0,0,0,0,0,1,0,20240601,20240622
262776601,0,0,0,0,0,0,1,20240602,20240623
269287602,0,0,0,0,0,0,1,20240616,20240616
264184502,0,0,0,0,0,1,0,20240601,20240622
263529002,1,1,1,1,1,0,0,20240527,20240621
263822032,1,1,1,1,1,0,0,20240529,20240619
264193602,0,0,0,0,0,0,1,20240602,20240623
264847602,0,0,0,0,0,0,1,20240602,20240623
264843003,1,1,1,1,1,0,0,20240527,20240621
264851503,0,0,0,0,0,1,0,20240601,20240622
264925033,1,1,1,1,1,0,0,20240529,20240619
261919001,1,1,1,1,1,0,0,20240527,20240531
261945501,0,0,0,0,0,1,0,20240601,20240622
261947601,0,0,0,0,0,0,1,20240602,20240623
268825002,1,1,1,1,1,0,0,20240603,20240621
267860502,0,0,0,0,0,1,0,20240608,20240622
262510000,1,1,1,1,1,0,0,20240527,20240620
264170601,0,0,0,0,0,0,1,20240609,20240623
263071070,1,1,1,1,1,0,0,20240529,20240619
261711600,0,0,0,0,0,0,1,20240602,20240616
267862503,0,0,0,0,0,1,0,20240601,20240615
264277001,1,1,1,1,1,0,0,20240607,20240621
264432003,1,1,1,1,1,0,0,20240527,20240621
264434503,0,0,0,0,0,1,0,20240601,20240622
264433602,0,0,0,0,0,0,1,20240602,20240623
265075003,1,1,1,1,1,0,0,20240527,20240621
269616604,0,0,0,0,0,0,1,20240616,20240616
265077033,1,1,1,1,1,0,0,20240529,20240619
265082503,0,0,0,0,0,1,0,20240601,20240622
265084602,0,0,0,0,0,0,1,20240602,20240623
264845002,1,1,1,1,1,0,0,20240527,20240621
264887602,0,0,0,0,0,0,1,20240602,20240623
264884032,1,1,1,1,1,0,0,20240529,20240619
269630604,0,0,0,0,0,0,1,20240616,20240616
264886502,0,0,0,0,0,1,0,20240601,20240622
267614007,1,1,1,1,1,0,0,20240527,20240610
268710010,1,1,1,1,1,0,0,20240603,20240606
262450000,1,1,1,1,1,0,0,20240528,20240620
269110507,0,0,0,0,0,1,0,20240601,20240601
267603505,0,0,0,0,0,1,0,20240608,20240622
268711606,0,0,0,0,0,0,1,20240602,20240602
268713011,1,1,1,1,1,0,0,20240607,20240607
267616605,0,0,0,0,0,0,1,20240609,20240623
264559504,0,0,0,0,0,1,0,20240615,20240615
269639607,0,0,0,0,0,0,1,20240616,20240616
267612009,1,1,1,1,1,0,0,20240621,20240621
269336604,0,0,0,0,0,0,1,20240616,20240616
269129004,1,1,1,1,1,0,0,20240527,20240621
264555502,0,0,0,0,0,1,0,20240601,20240622
264921602,0,0,0,0,0,0,1,20240602,20240623
269555004,1,1,1,1,1,0,0,20240527,20240621
261787601,0,0,0,0,0,0,1,20240602,20240623
263253002,1,1,1,1,1,0,0,20240527,20240621
265273004,1,1,1,1,1,0,0,20240529,20240619
264209503,0,0,0,0,0,1,0,20240601,20240622
269811602,0,0,0,0,0,0,1,20240616,20240616
262115501,0,0,0,0,0,1,0,20240601,20240622
262098001,1,1,1,1,1,0,0,20240527,20240621
262113601,0,0,0,0,0,0,1,20240602,20240623
269919604,0,0,0,0,0,0,1,20240616,20240616
264901003,1,1,1,1,1,0,0,20240527,20240621
264916032,1,1,1,1,1,0,0,20240529,20240619
264923502,0,0,0,0,0,1,0,20240601,20240622
264974603,0,0,0,0,0,0,1,20240602,20240623
270043604,0,0,0,0,0,0,1,20240616,20240616
262539500,0,0,0,0,0,1,0,20240601,20240622
262540000,1,1,1,1,1,0,0,20240527,20240621
262537600,0,0,0,0,0,0,1,20240602,20240623
270137603,0,0,0,0,0,0,1,20240616,20240616
265028004,1,1,1,1,1,0,0,20240527,20240621
264490503,0,0,0,0,0,1,0,20240601,20240622
269928605,0,0,0,0,0,0,1,20240616,20240616
264412602,0,0,0,0,0,0,1,20240602,20240623
263519002,1,1,1,1,1,0,0,20240527,20240621
264200502,0,0,0,0,0,1,0,20240601,20240622
262411601,0,0,0,0,0,0,1,20240602,20240623
269794603,0,0,0,0,0,0,1,20240616,20240616
264244003,1,1,1,1,1,0,0,20240527,20240621
269807603,0,0,0,0,0,0,1,20240616,20240616
264310032,1,1,1,1,1,0,0,20240529,20240619
264492503,0,0,0,0,0,1,0,20240601,20240622
264414602,0,0,0,0,0,0,1,20240602,20240623
264248003,1,1,1,1,1,0,0,20240527,20240621
263807031,1,1,1,1,1,0,0,20240529,20240619
269809605,0,0,0,0,0,0,1,20240616,20240616
264494503,0,0,0,0,0,1,0,20240601,20240622
264416602,0,0,0,0,0,0,1,20240602,20240623
262060001,1,1,1,1,1,0,0,20240527,20240621
268913062,1,1,1,1,1,0,0,20240606,20240620
264349001,1,1,1,1,1,0,0,20240527,20240531
264383061,1,1,1,1,1,0,0,20240530,20240530
268916503,0,0,0,0,0,1,0,20240601,20240622
268918604,0,0,0,0,0,0,1,20240602,20240623
268696002,1,1,1,1,1,0,0,20240603,20240621
270155605,0,0,0,0,0,0,1,20240616,20240616
261904000,1,1,1,1,1,0,0,20240527,20240621
270280602,0,0,0,0,0,0,1,20240616,20240616
261905500,0,0,0,0,0,1,0,20240601,20240622
261902600,0,0,0,0,0,0,1,20240602,20240623
262317001,1,1,1,1,1,0,0,20240527,20240621
262319501,0,0,0,0,0,1,0,20240601,20240622
262321601,0,0,0,0,0,0,1,20240602,20240623
264942002,1,1,1,1,1,0,0,20240527,20240621
264936502,0,0,0,0,0,1,0,20240601,20240622
264932602,0,0,0,0,0,0,1,20240602,20240623
262239001,1,1,1,1,1,0,0,20240527,20240621
262240031,1,1,1,1,1,0,0,20240529,20240619
264207502,0,0,0,0,0,1,0,20240601,20240622
262238601,0,0,0,0,0,0,1,20240602,20240623
269112003,1,1,1,1,1,0,0,20240603,20240621
263982002,1,1,1,1,1,0,0,20240527,20240531
269114503,0,0,0,0,0,1,0,20240601,20240622
262325001,1,1,1,1,1,0,0,20240527,20240621
264934006,1,1,1,1,1,0,0,20240527,20240530
269286009,1,1,1,1,1,0,0,20240603,20240620
265265007,1,1,1,1,1,0,0,20240529,20240529
265427008,1,1,1,1,1,0,0,20240531,20240531
269941604,0,0,0,0,0,0,1,20240616,20240616
265010602,0,0,0,0,0,0,1,20240602,20240623
264990503,0,0,0,0,0,1,0,20240601,20240622
269340010,1,1,1,1,1,0,0,20240607,20240621
263510002,1,1,1,1,1,0,0,20240527,20240531
263837031,1,1,1,1,1,0,0,20240529,20240529
269145503,0,0,0,0,0,1,0,20240601,20240622
268389004,1,1,1,1,1,0,0,20240603,20240621
269147605,0,0,0,0,0,0,1,20240602,20240623
268510032,1,1,1,1,1,0,0,20240605,20240619
269896606,0,0,0,0,0,0,1,20240616,20240616
269165606,0,0,0,0,0,0,1,20240602,20240623
268174005,1,1,1,1,1,0,0,20240527,20240607
269163503,0,0,0,0,0,1,0,20240601,20240622
269914006,1,1,1,1,1,0,0,20240610,20240621
268157002,1,1,1,1,1,0,0,20240527,20240612
268656503,0,0,0,0,0,1,0,20240601,20240608
268650602,0,0,0,0,0,0,1,20240602,20240623
268187003,1,1,1,1,1,0,0,20240613,20240621
270022504,0,0,0,0,0,1,0,20240615,20240622
263540002,1,1,1,1,1,0,0,20240527,20240531
269391602,0,0,0,0,0,0,1,20240616,20240616
268885004,1,1,1,1,1,0,0,20240605,20240605
267729003,1,1,1,1,1,0,0,20240603,20240621
264116502,0,0,0,0,0,1,0,20240601,20240622
261764601,0,0,0,0,0,0,1,20240602,20240623
268894503,0,0,0,0,0,1,0,20240608,20240608
262051001,1,1,1,1,1,0,0,20240527,20240621
262049501,0,0,0,0,0,1,0,20240601,20240622
262050601,0,0,0,0,0,0,1,20240602,20240623
267670503,0,0,0,0,0,1,0,20240601,20240622
267666003,1,1,1,1,1,0,0,20240527,20240621
267672603,0,0,0,0,0,0,1,20240602,20240623
262416501,0,0,0,0,0,1,0,20240601,20240622
262398001,1,1,1,1,1,0,0,20240527,20240531
262417601,0,0,0,0,0,0,1,20240602,20240623
269126002,1,1,1,1,1,0,0,20240603,20240621
264425003,1,1,1,1,1,0,0,20240527,20240531
264420503,0,0,0,0,0,1,0,20240601,20240622
269587004,1,1,1,1,1,0,0,20240603,20240621
264397602,0,0,0,0,0,0,1,20240602,20240623
262022000,1,1,1,1,1,0,0,20240527,20240621
263503502,0,0,0,0,0,1,0,20240601,20240622
268452605,0,0,0,0,0,0,1,20240602,20240602
269120606,0,0,0,0,0,0,1,20240616,20240616
263092601,0,0,0,0,0,0,1,20240609,20240623
262018000,1,1,1,1,1,0,0,20240527,20240531
263882602,0,0,0,0,0,0,1,20240609,20240623
263504502,0,0,0,0,0,1,0,20240601,20240615
263119601,0,0,0,0,0,0,1,20240602,20240616
269194002,1,1,1,1,1,0,0,20240603,20240620
269246003,1,1,1,1,1,0,0,20240607,20240621
265997504,0,0,0,0,0,1,0,20240608,20240622
262008601,0,0,0,0,0,0,1,20240602,20240623
261996001,1,1,1,1,1,0,0,20240527,20240621
262006501,0,0,0,0,0,1,0,20240601,20240622
270141603,0,0,0,0,0,0,1,20240616,20240616
261893000,1,1,1,1,1,0,0,20240527,20240621
261841500,0,0,0,0,0,1,0,20240601,20240622
261843600,0,0,0,0,0,0,1,20240602,20240623
264345004,1,1,1,1,1,0,0,20240531,20240531
268901504,0,0,0,0,0,1,0,20240601,20240622
268899005,1,1,1,1,1,0,0,20240607,20240621
264399001,1,1,1,1,1,0,0,20240531,20240621
264418501,0,0,0,0,0,1,0,20240601,20240622
264472003,1,1,1,1,1,0,0,20240531,20240621
264469503,0,0,0,0,0,1,0,20240601,20240622
264454052,1,1,1,1,1,0,0,20240531,20240621
264456502,0,0,0,0,0,1,0,20240601,20240622
264470002,1,1,1,1,1,0,0,20240531,20240621
264471502,0,0,0,0,0,1,0,20240601,20240622
262342502,0,0,0,0,0,1,0,20240601,20240622
262341002,1,1,1,1,1,0,0,20240531,20240621
263447003,1,1,1,1,1,0,0,20240528,20240612
263448502,0,0,0,0,0,1,0,20240622,20240622
263156001,1,1,1,1,1,0,0,20240527,20240621
262423601,0,0,0,0,0,0,1,20240609,20240623
269295604,0,0,0,0,0,0,1,20240602,20240602
262425001,1,1,1,1,1,0,0,20240527,20240620
263444057,1,1,1,1,1,0,0,20240528,20240612
262424051,1,1,1,1,1,0,0,20240531,20240621
263446505,0,0,0,0,0,1,0,20240622,20240622
262426501,0,0,0,0,0,1,0,20240601,20240615
265499001,1,1,1,1,1,0,0,20240527,20240621
265501501,0,0,0,0,0,1,0,20240601,20240622
265503601,0,0,0,0,0,0,1,20240602,20240623
261801001,1,1,1,1,1,0,0,20240527,20240621
261803501,0,0,0,0,0,1,0,20240601,20240622
261805601,0,0,0,0,0,0,1,20240602,20240623
263167001,1,1,1,1,1,0,0,20240527,20240621
262513500,0,0,0,0,0,1,0,20240601,20240622
261792001,1,1,1,1,1,0,0,20240527,20240621
261793501,0,0,0,0,0,1,0,20240601,20240622
261794601,0,0,0,0,0,0,1,20240602,20240623
262356001,1,1,1,1,1,0,0,20240527,20240621
262358501,0,0,0,0,0,1,0,20240601,20240622
262360601,0,0,0,0,0,0,1,20240602,20240623
263166001,1,1,1,1,1,0,0,20240527,20240621
264835002,1,1,1,1,1,0,0,20240527,20240620
264906603,0,0,0,0,0,0,1,20240609,20240623
264874502,0,0,0,0,0,1,0,20240601,20240615
264904503,0,0,0,0,0,1,0,20240608,20240622
264895602,0,0,0,0,0,0,1,20240602,20240616
264853003,1,1,1,1,1,0,0,20240607,20240621
269550001,1,1,1,1,1,0,0,20240617,20240617
270394603,0,0,0,0,0,0,1,20240616,20240616
269158500,0,0,0,0,0,1,0,20240601,20240615
269159601,0,0,0,0,0,0,1,20240602,20240623
269157000,1,1,1,1,1,0,0,20240603,20240621
269589501,0,0,0,0,0,1,0,20240622,20240622
269282607,0,0,0,0,0,0,1,20240616,20240616
268533003,1,1,1,1,1,0,0,20240527,20240531
270538007,1,1,1,1,1,0,0,20240621,20240621
269560508,0,0,0,0,0,1,0,20240601,20240601
269180606,0,0,0,0,0,0,1,20240602,20240609
269167006,1,1,1,1,1,0,0,20240603,20240620
269176507,0,0,0,0,0,1,0,20240608,20240615
270540509,0,0,0,0,0,1,0,20240622,20240622
270547608,0,0,0,0,0,0,1,20240623,20240623
264837002,1,1,1,1,1,0,0,20240527,20240620
264876501,0,0,0,0,0,1,0,20240601,20240622
264898601,0,0,0,0,0,0,1,20240602,20240623
264866003,1,1,1,1,1,0,0,20240607,20240621
268548602,0,0,0,0,0,0,1,20240602,20240609
268541502,0,0,0,0,0,1,0,20240601,20240615
268536002,1,1,1,1,1,0,0,20240527,20240620
270539004,1,1,1,1,1,0,0,20240621,20240621
269816604,0,0,0,0,0,0,1,20240616,20240616
270548605,0,0,0,0,0,0,1,20240623,20240623
270541504,0,0,0,0,0,1,0,20240622,20240622
