2024-07-22 11:06:02.745024
Bus (ID);Bus (numéro);Etat;Ligne (ID);Ligne (nom court);Code du sens;Destination;Coordonnées;Avance / Retard
-1180922978;-1180922978;Hors-service;;;;;48.111197, -1.644193;
344328292;344328292;Hors-service;;;;;48.052953, -1.717465;
-816108974;-816108974;En ligne;0002;C2;1;Saint-Grégoire;48.11199, -1.693111;210
-451294970;-451294970;En ligne;0004;C4;1;ZA Saint-Sulpice;48.130494, -1.631443;111
526735294;526735294;Hors-service;;;;;48.109999, -1.64075;
-633701972;-633701972;En ligne;0004;C4;1;ZA Saint-Sulpice;48.128797, -1.69548;37
626341544;626341544;Hors-service;;;;;48.064794, -1.70315;
891549298;891549298;Hors-service;;;;;48.110073, -1.641389;
1538376554;1538376554;Hors-service;;;;;48.064398, -1.703155;
1173562550;1173562550;Hors-service;;;;;48.064873, -1.702753;
1073956300;1073956300;Hors-service;;;;;48.110077, -1.642668;
1903190558;1903190558;Hors-service;;;;;48.064801, -1.702989;
2085597560;2085597560;Hors-service;;;;;48.064801, -1.702989;
1438770304;1438770304;En ligne;0014;14;1;Beaulieu Chimie;48.133107, -1.656839;-142
-1844555732;-1844555732;Hors-service;;;;;48.063676, -1.700912;
-2026962734;-2026962734;Hors-service;;;;;48.064712, -1.70251;
1322358556;1322358556;Hors-service;;;;;48.064237, -1.701069;
-932520722;-932520722;Hors-service;;;;;48.11, -1.641867;
-1479741728;-1479741728;Hors-service;;;;;48.110312, -1.641948;
1504765558;1504765558;Hors-service;;;;;48.064798, -1.702827;
-567706718;-567706718;Hors-service;;;;;48.110557, -1.641229;
-1297334726;-1297334726;Hors-service;;;;;48.109994, -1.642028;
2051986564;2051986564;Hors-service;;;;;48.064154, -1.700914;
-202892714;-202892714;Hors-service;;;;;48.11, -1.641638;
-385299716;-385299716;Hors-service;;;;;48.109994, -1.641786;
-2060573730;-2060573730;Hors-service;;;;;48.064153, -1.701385;
709142296;709142296;Hors-service;;;;;48.110237, -1.642036;
-20485712;-20485712;En ligne;0006;C6;0;Aéroport;48.021124, -1.663833;153
-1695759726;-1695759726;En ligne;0007;C7;0;Bruz;48.072748, -1.71256;7
1256363302;1256363302;En ligne;0003;C3;1;Patton;48.11706, -1.673961;-39
957544552;957544552;Hors-service;;;;;48.063677, -1.700428;
-601317714;-601317714;En ligne;0005;C5;0;Lycée Bréquigny;48.1388, -1.659227;0
1139951554;1139951554;Hors-service;;;;;48.064234, -1.701392;
1687172560;1687172560;Hors-service;;;;;48.064954, -1.702989;
-418910712;-418910712;En ligne;0005;C5;0;Lycée Bréquigny;48.110403, -1.655645;215
-1878166728;-1878166728;Hors-service;;;;;48.064476, -1.703229;
1869579562;1869579562;Hors-service;;;;;48.064713, -1.703156;
310717296;310717296;Hors-service;;;;;48.064079, -1.700746;
-1330945722;-1330945722;En ligne;0002;C2;1;Saint-Grégoire;48.143101, -1.686462;345
-1513352724;-1513352724;En ligne;0004;C4;0;Grand Quartier;48.113085, -1.701123;40
675531300;675531300;Hors-service;;;;;48.063995, -1.70059;
-783724716;-783724716;Hors-service;;;;;48.110638, -1.642825;
-1148538720;-1148538720;En ligne;0007;C7;1;St-Jacques-Gaîté;48.08934, -1.705886;70
1222752306;1222752306;Hors-service;;;;;48.064716, -1.703075;
-236503710;-236503710;En ligne;0001;C1;0;Chantepie;48.104383, -1.669259;1
-966131718;-966131718;Hors-service;;;;;48.110074, -1.642506;
1587566310;1587566310;Hors-service;;;;;48.063916, -1.700987;
1040345304;1040345304;Hors-service;;;;;48.064876, -1.702915;
-54096708;-54096708;En ligne;0006;C6;0;Aéroport;48.070226, -1.712712;250
1952380314;1952380314;Hors-service;;;;;48.064478, -1.702274;
-1430551972;-1430551972;Hors-service;;;;;48.06472, -1.701865;
493124298;493124298;En ligne;0003;C3;1;Patton;48.094349, -1.681761;91
2134787316;2134787316;Hors-service;;;;;48.064312, -1.702596;
-1248144970;-1248144970;Hors-service;;;;;48.063837, -1.700267;
857938302;857938302;Hors-service;;;;;48.063914, -1.700825;
-1977772978;-1977772978;Hors-service;;;;;48.063996, -1.701236;
-1065737968;-1065737968;Hors-service;;;;;48.06384, -1.700187;
1405159308;1405159308;Hors-service;;;;;48.063914, -1.700355;
-1795365976;-1795365976;Hors-service;;;;;48.111273, -1.644106;
-700923964;-700923964;Hors-service;;;;;48.064394, -1.700989;
1769973312;1769973312;Hors-service;;;;;48.063919, -1.700907;
-518516962;-518516962;Hors-service;;;;;48.064394, -1.700989;
-153702958;-153702958;Hors-service;;;;;48.064313, -1.700753;
-1612958974;-1612958974;Hors-service;;;;;48.110315, -1.64211;
211111046;211111046;Hors-service;;;;;48.064639, -1.702746;
758332052;758332052;Hors-service;;;;;48.064713, -1.702026;
-883330966;-883330966;Hors-service;;;;;48.063758, -1.700435;
393518048;393518048;Hors-service;;;;;48.064555, -1.70259;
1487960060;1487960060;Hors-service;;;;;48.064077, -1.700356;
-336109960;-336109960;Hors-service;;;;;48.064716, -1.703075;
940739054;940739054;En ligne;0001;C1;1;Cesson-Viasilva;48.127881, -1.639884;172
-1894972226;-1894972226;Hors-service;;;;;48.064801, -1.702989;
28704044;28704044;Hors-service;;;;;48.064316, -1.700673;
1123146056;1123146056;Hors-service;;;;;48.064152, -1.700268;
-1347751220;-1347751220;Hors-service;;;;;48.109592, -1.643069;
575925050;575925050;Hors-service;;;;;48.111752, -1.680275;
1305553058;1305553058;En ligne;0005;C5;0;Lycée Bréquigny;48.10426, -1.684618;202
-618123212;-618123212;Hors-service;;;;;48.109995, -1.641072;
2035181066;2035181066;Hors-service;;;;;48.064793, -1.702275;
1670367062;1670367062;Hors-service;;;;;48.064797, -1.701953;
2018375568;2018375568;Hors-service;;;;;48.147434, -1.706432;
-2077379228;-2077379228;En ligne;0004;C4;0;Grand Quartier;48.110107, -1.66994;119
1852774064;1852774064;En ligne;0001;C1;1;Cesson-Viasilva;48.085617, -1.603765;10
-1911777724;-1911777724;Hors-service;;;;;48.146952, -1.705877;
1471154562;1471154562;Hors-service;;;;;48.110797, -1.642677;
-1712565224;-1712565224;En ligne;0001;C1;0;Chantepie;48.132375, -1.620472;27
-634928710;-634928710;En ligne;0076;76;1;Rennes;48.11884, -1.746439;194
-1729370722;-1729370722;Hors-service;;;;;48.146958, -1.705716;
-1530158222;-1530158222;En ligne;0005;C5;1;Saint-Laurent;48.108104, -1.698997;38
-87707704;-87707704;Hors-service;;;;;48.146959, -1.705474;
-452521708;-452521708;En ligne;0081;81;0;Clayes-Romillé;48.139689, -1.772813;58
-1165344218;-1165344218;En ligne;0003;C3;0;Henri Fréville;48.138714, -1.665953;0
-469327206;-469327206;Hors-service;;;;;48.09944, -1.632838;
-270114706;-270114706;Hors-service;;;;;48.146953, -1.705392;
-982937216;-982937216;En ligne;0003;C3;1;Patton;48.087916, -1.674666;0
625114806;625114806;Hors-service;;;;;48.097273, -1.624669;
94699298;94699298;Hors-service;;;;;48.146959, -1.705474;
-800530214;-800530214;Hors-service;;;;;48.109912, -1.640675;
989928810;989928810;Hors-service;;;;;48.146872, -1.705156;
277106300;277106300;Hors-service;;;;;48.146956, -1.705554;
-1546963720;-1546963720;En ligne;0052;52;1;Montgermont | La Chapelle;48.149592, -1.839233;44
-75809158;-75809158;Hors-service;;;;;48.096072, -1.625869;
-1746176220;-1746176220;Hors-service;;;;;48.052796, -1.717317;
-1364556718;-1364556718;Hors-service;;;;;48.146953, -1.705392;
1018632854;1018632854;Hors-service;;;;;48.146553, -1.705707;
-1016548212;-1016548212;Hors-service;;;;;48.052875, -1.717391;
-1182149716;-1182149716;En ligne;0078;78;1;Betton;48.121193, -1.702828;0
2113074866;2113074866;Hors-service;;;;;48.146552, -1.705949;
-651734208;-651734208;Hors-service;;;;;48.146872, -1.705156;
-999742714;-999742714;Hors-service;;;;;48.147353, -1.706425;
-905043416;-905043416;Hors-service;;;;;48.147438, -1.706109;
-104513202;-104513202;Hors-service;;;;;48.099434, -1.632986;
-1381362216;-1381362216;Hors-service;;;;;48.052875, -1.717391;
-722636414;-722636414;En ligne;0065;65;1;Rennes;48.148949, -1.769434;69
77893800;77893800;Hors-service;;;;;48.0792, -1.735076;
-834141210;-834141210;Hors-service;;;;;48.099353, -1.63275;
6991594;6991594;En ligne;0051;51;1;Betton;48.129384, -1.656605;37
260300802;260300802;Hors-service;;;;;48.079116, -1.734908;
-286920204;-286920204;Hors-service;;;;;48.099518, -1.632912;
736619602;736619602;Hors-service;;;;;48.097357, -1.624353;
807521808;807521808;Hors-service;;;;;48.146875, -1.705318;
442707804;442707804;Hors-service;;;;;48.08008, -1.735155;
1283840608;1283840608;Hors-service;;;;;48.096477, -1.626106;
1354742814;1354742814;Hors-service;;;;;48.096718, -1.625952;
1537149816;1537149816;Inconnu;;;;;48.107836, -1.677869;
2013468616;2013468616;Hors-service;;;;;48.097038, -1.624675;
1719556818;1719556818;Hors-service;;;;;48.096633, -1.624438;
1901963820;1901963820;Hors-service;;;;;48.096475, -1.625716;
-1916684676;-1916684676;En ligne;0004;C4;0;Grand Quartier;48.128263, -1.629483;198
2084370822;2084370822;Hors-service;;;;;48.099599, -1.632906;
106597844;106597844;Hors-service;;;;;48.096235, -1.625385;
-1734277674;-1734277674;En ligne;0054;54;1;Rennes;48.092873, -1.78819;177
289004846;289004846;En ligne;0055;55;0;Mordelles Le Verger;48.109851, -1.679797;38
471411848;471411848;Hors-service;;;;;48.147035, -1.706275;
-1551870672;-1551870672;Hors-service;;;;;48.09696, -1.62483;
836225852;836225852;Hors-service;;;;;48.09712, -1.626028;
653818850;653818850;Hors-service;;;;;48.147595, -1.705557;
-1369463670;-1369463670;Hors-service;;;;;48.096238, -1.625547;
1383446858;1383446858;Hors-service;;;;;48.097039, -1.626276;
1201039856;1201039856;Hors-service;;;;;48.146559, -1.705788;
-1187056668;-1187056668;Hors-service;;;;;48.11568, -1.578508;
1565853860;1565853860;Hors-service;;;;;48.09648, -1.624666;
1748260862;1748260862;Hors-service;;;;;48.096795, -1.626268;
-822242664;-822242664;En ligne;0011;11;1;La Poterie;48.096594, -1.636881;158
1930667864;1930667864;Hors-service;;;;;48.147355, -1.705711;
-1452264422;-1452264422;Hors-service;;;;;48.096393, -1.626193;
-639835662;-639835662;Hors-service;;;;;48.096873, -1.624755;
-1817078426;-1817078426;Inconnu;0071;71;1;Saint-Sulpice;48.218157, -1.581394;
-1269857420;-1269857420;En ligne;0078;78;1;Betton;48.182815, -1.655095;174
-457428660;-457428660;Hors-service;;;;;48.096717, -1.624593;
-1634671424;-1634671424;Hors-service;;;;;48.09712, -1.62627;
-1087450418;-1087450418;Hors-service;;;;;48.146635, -1.706347;
89792346;89792346;Hors-service;;;;;48.146638, -1.705391;
-540229412;-540229412;Hors-service;;;;;48.146557, -1.706515;
-357822410;-357822410;Hors-service;;;;;48.096719, -1.625226;
1184234358;1184234358;Hors-service;;;;;48.146636, -1.704987;
371805598;371805598;En ligne;0077;77;1;Rennes;48.118682, -1.713549;100
-175415408;-175415408;Hors-service;;;;;48.097034, -1.624109;
-1651476922;-1651476922;Hors-service;;;;;48.147356, -1.706358;
554212600;554212600;Hors-service;;;;;48.1472, -1.705306;
1648654612;1648654612;Hors-service;;;;;48.096795, -1.626268;
-1286662918;-1286662918;Hors-service;;;;;48.146712, -1.706906;
919026604;919026604;Hors-service;;;;;48.097118, -1.624265;
-1004649666;-1004649666;Hors-service;;;;;48.096393, -1.625951;
-374627908;-374627908;Hors-service;;;;;48.146798, -1.706106;
1101433606;1101433606;Hors-service;;;;;48.096719, -1.624997;
-92614656;-92614656;En ligne;0052;52;1;Montgermont | La Chapelle;48.132051, -1.691635;221
-9813904;-9813904;En ligne;0002;C2;0;Haut Sancé;48.125022, -1.682071;77
1466247610;1466247610;En ligne;0051;51;0;Rennes;48.17946, -1.651039;-5
272199348;272199348;Hors-service;;;;;48.146641, -1.70531;
537407102;537407102;En ligne;0052;52;0;Saint-Gilles;48.13632, -1.69693;289
1831061614;1831061614;Hors-service;;;;;48.109918, -1.642587;
454606350;454606350;En ligne;0075;75;0;Rennes;48.040889, -1.550273;1
719814104;719814104;Hors-service;;;;;48.146798, -1.706106;
-2099091678;-2099091678;Hors-service;;;;;48.096876, -1.626275;
637013352;637013352;Hors-service;;;;;48.097198, -1.626357;
902221106;902221106;Hors-service;;;;;48.146795, -1.706186;
-275021658;-275021658;Hors-service;;;;;48.147359, -1.705146;
1366641360;1366641360;Hors-service;;;;;48.146559, -1.706906;
1267035110;1267035110;Hors-service;;;;;48.146875, -1.705547;
819420354;819420354;Hors-service;;;;;48.096474, -1.625958;
1731455364;1731455364;Hors-service;;;;;48.146632, -1.705067;
1449442112;1449442112;Hors-service;;;;;48.096637, -1.625945;
1001827356;1001827356;En ligne;0068;68;0;Rennes;48.221758, -1.802355;0
-2016290926;-2016290926;Hors-service;;;;;48.109912, -1.642276;
-1933490174;-1933490174;Hors-service;;;;;48.096313, -1.625473;
1549048362;1549048362;Hors-service;;;;;48.146638, -1.705149;
-739441912;-739441912;Hors-service;;;;;48.096556, -1.625951;
-1751083172;-1751083172;Hors-service;;;;;48.146795, -1.706186;
1913862366;1913862366;Hors-service;;;;;48.14656, -1.706192;
-192220906;-192220906;Hors-service;;;;;48.110154, -1.641154;
1298192630;1298192630;Hors-service;;;;;48.147195, -1.705872;
-921848914;-921848914;Hors-service;;;;;48.146794, -1.706429;
1084628108;1084628108;Hors-service;;;;;48.146801, -1.706268;
2027820638;2027820638;Hors-service;;;;;48.147276, -1.706108;
-557034910;-557034910;Hors-service;;;;;48.096637, -1.625945;
1631849114;1631849114;Hors-service;;;;;48.096312, -1.625957;
-1440365876;-1440365876;Hors-service;;;;;48.079916, -1.734751;
172593098;172593098;Hors-service;;;;;48.146795, -1.705957;
1480599632;1480599632;Hors-service;;;;;48.147195, -1.705872;
1295739154;1295739154;Hors-service;;;;;48.079757, -1.735557;
1814256116;1814256116;Hors-service;;;;;48.146795, -1.706186;
-2084739656;-2084739656;Hors-service;;;;;48.147192, -1.705952;
2025367162;2025367162;Hors-service;;;;;47.95296, -1.508356;
1996663118;1996663118;Hors-service;;;;;48.146798, -1.705877;
2124973412;2124973412;Hors-service;;;;;48.080241, -1.734753;
-2087193132;-2087193132;Hors-service;;;;;48.079757, -1.735557;
-2115897176;-2115897176;Hors-service;;;;;48.096718, -1.625952;
-528330866;-528330866;En ligne;0053;53;0;La Chapelle-Th;48.12171, -1.840717;199
1757705932;1757705932;Hors-service;;;;;48.079752, -1.734117;
-1568676170;-1568676170;Hors-service;;;;;48.146793, -1.705795;
18890140;18890140;Hors-service;;;;;48.079357, -1.734754;
746064672;746064672;Hors-service;;;;;48.174241, -1.735049;
933378626;933378626;Hors-service;;;;;48.147195, -1.706114;
201297142;201297142;Hors-service;;;;;48.052958, -1.720034;
1293285678;1293285678;Hors-service;;;;;48.079593, -1.735394;
1663006634;1663006634;Hors-service;;;;;48.147198, -1.705791;
566111146;566111146;Inconnu;0053;53;1;Rennes;48.122714, -1.787705;
30788686;30788686;Hors-service;;;;;48.098955, -1.633468;
-1902332654;-1902332654;Hors-service;;;;;48.147198, -1.706034;
1113332152;1113332152;Hors-service;;;;;48.080316, -1.734665;
